booking_id,hotel_id,cust_id,Booking Date,checkin_date,checkout_date,Room_Nights,Num Rooms,Room_Category,Meal_Plan,Booking_Channel,Booking Price(INR),Discount_Applied(%),Net_Amount_Paid(INR),Payment Status,Cancellation Flag,Refund_Amount(INR),Lead_Time_Days,Post_Stay_Rating
BKG025030,HTL0050,CUST02662,30/05/2026,2026-06-04,2026-06-05,1,1.0,Premium,Full Board,Website,12854.06,15.0,10925.95,failed,N,0.0,,
BKG025031,HTL0279,CUST02501,2025-10-02,2025-10-09,2025-10-14,5,2.0,Executive,Breakfast Included,WEBSITE,101609.71,15.0,86368.25,Success,N,0.0,7.0,2.0
BKG025032,HTL0126,CUST05010,2025-07-23,2025-07-30,2025-08-01,2,3.0,Premium,Breakfast Included,App,94691.71,15.0,80487.95,Refunded,FALSE,0.0,,4.0
BKG025033,HTL0036,CUST02120,29/10/2023,2023-10-31,2023-11-02,2,3.0,Deluxe,Room Only,WEBSITE,47976.8,5.0,45577.96,failed,No,0.0,2.0,4.0
BKG025034,HTL0211,CUST05741,13/02/2024,2024-02-24,2024-02-26,2,2.0,Standard,Half Board,WEBSITE,40559.48,15.0,34475.56,Failed,0,0.0,,4.0
BKG025035,HTL0153,CUST00648,2025-04-25,2025-05-12,2025-05-13,1,2.0,Standard,Breakfast Included,Website,11430.98,15.0,9716.33,SUCCESS,Yes,6914.19,17.0,
BKG025036,HTL0160,CUST05063,10/12/2025,2025-12-21,2025-12-24,3,1.0,Deluxe,Full Board,Website,21214.91,20.0,16971.93,Failed,FALSE,0.0,,3.0
BKG025037,HTL0233,CUST01335,16/07/2026,2026-07-17,2026-07-18,1,1.0,Standard,Room Only,App,10953.02,0.0,10953.02,success,0,0.0,,4.0
BKG025038,HTL0214,CUST00315,16/07/2025,2025-07-30,2025-08-03,4,1.0,Standard,Half Board,,25622.29,15.0,21778.95,Refunded,FALSE,0.0,14.0,4.0
BKG025039,HTL0161,CUST02106,07/08/2025,2025-09-11,2025-09-14,3,1.0,Standard,Room Only,Website,14182.37,15.0,12055.01,,N,0.0,35.0,
BKG025040,HTL0184,CUST04471,2024-06-19,2024-06-28,2024-06-29,1,2.0,Premium,Full Board,App,30792.78,5.0,29253.14,SUCCESS,N,0.0,9.0,
BKG025041,HTL0195,CUST00926,20/06/2025,2025-06-21,2025-06-25,4,1.0,Standard,Room Only,Travel Agent,53322.13,5.0,50656.02,SUCCESS,no,0.0,1.0,3.0
BKG025042,HTL0179,CUST04171,04/12/2024,2024-12-29,2024-12-31,2,1.0,Deluxe,Breakfast Included,,19419.88,0.0,19419.88,Success,N,0.0,,
BKG025043,HTL0087,CUST01243,15/07/2025,2025-07-18,2025-07-20,2,1.0,Suite,Breakfast Included,Website,35685.19,0.0,35685.19,SUCCESS,0,0.0,3.0,
BKG025044,HTL0144,CUST05735,2025-02-27,2025-03-05,2025-03-09,4,1.0,Premium,Full Board,app,48110.71,0.0,48110.71,success,no,0.0,,
BKG025045,HTL0037,CUST03451,09/03/2025,2025-03-10,2025-03-11,1,2.0,Deluxe,Room Only,app,25868.23,0.0,25868.23,pending,N,0.0,1.0,5.0
BKG025046,HTL0052,CUST02233,2026-03-23,2026-04-13,2026-04-17,4,2.0,Standard,Room Only,App,67443.28,10.0,60698.95,Success,0,0.0,,4.0
BKG025047,HTL0212,CUST05753,2024-11-18,2024-11-21,2024-11-22,1,1.0,Standard,Room Only,app,12764.98,15.0,10850.23,Success,No,0.0,3.0,
BKG025048,HTL0116,CUST01749,2024-09-13,2024-09-16,2024-09-18,2,1.0,Deluxe,Room Only,Travel Agent,26507.46,20.0,21205.97,Pending,no,0.0,,
BKG025049,HTL0247,CUST03547,2024-08-28,2024-11-13,2024-11-17,4,,Deluxe,Breakfast Included,,78665.38,5.0,74732.11,Pending,No,0.0,,
BKG025050,HTL0046,CUST02968,06/02/2024,2024-03-19,2024-03-21,2,1.0,Standard,Room Only,App,13435.58,0.0,13435.58,success,yes,6944.08,42.0,
BKG025051,HTL0162,CUST04622,2026-06-25,2026-06-25,2026-06-28,3,1.0,Suite,Room Only,app,28364.34,5.0,26946.12,success,No,0.0,0.0,
BKG025052,HTL0050,CUST05879,02/03/2025,2025-04-01,2025-04-02,1,3.0,Standard,Room Only,Call Center,26358.73,0.0,26358.73,success,0,0.0,,3.0
BKG025053,HTL0022,CUST05359,15/08/2026,2026-09-01,2026-09-02,1,1.0,Deluxe,Full Board,,10172.95,,8138.36,success,0,0.0,17.0,5.0
BKG025054,HTL0223,CUST01192,2026-01-28,2026-02-21,2026-02-25,4,1.0,Standard,Breakfast Included,Call Center,46321.64,15.0,39373.39,Pending,No,0.0,24.0,3.0
BKG025055,HTL0085,CUST02470,26/08/2024,2024-08-31,2024-09-01,1,1.0,Standard,Room Only,Travel Agent,8125.89,5.0,7719.6,success,0,0.0,,3.0
BKG025056,HTL0187,CUST00877,23/07/2026,2026-08-28,2026-08-29,1,2.0,Executive,Breakfast Included,app,22980.63,25.0,17235.47,SUCCESS,no,0.0,36.0,4.0
BKG025057,HTL0050,CUST02331,23/06/2025,2025-06-29,2025-07-05,6,2.0,Standard,Breakfast Included,,106578.74,0.0,106578.74,Success,No,0.0,,3.0
BKG025058,HTL0254,CUST00001,2024-06-14,2024-06-14,2024-06-16,2,2.0,Deluxe,Breakfast Included,Website,60301.62,10.0,54271.46,pending,N,0.0,0.0,4.0
BKG025059,HTL0181,CUST02697,2024-03-03,2024-03-13,2024-03-14,1,1.0,Standard,Full Board,,7619.05,15.0,6476.19,success,FALSE,0.0,10.0,5.0
BKG025060,HTL0112,CUST05288,2025-05-28,2025-06-11,2025-06-12,1,1.0,Suite,Breakfast Included,Website,14025.12,,11220.1,Success,FALSE,0.0,,
BKG025061,HTL0045,CUST02197,2024-06-04,2024-06-08,2024-06-09,1,3.0,Suite,Room Only,App,56812.31,10.0,51131.08,SUCCESS,0,0.0,4.0,4.0
BKG025062,HTL0254,CUST00181,2025-10-02,2025-10-15,2025-10-17,2,1.0,Deluxe,Half Board,Website,23254.25,0.0,23254.25,success,0,0.0,13.0,
BKG025063,HTL0101,CUST02364,16/12/2023,2023-12-19,2023-12-21,2,2.0,Standard,Room Only,App,42849.53,0.0,42849.53,Success,FALSE,0.0,,4.0
BKG025064,HTL0127,CUST00011,2026-04-05,2026-04-05,2026-04-06,1,1.0,Deluxe,Breakfast Included,Travel Agent,16462.81,15.0,13993.39,Success,no,0.0,0.0,
BKG025065,HTL0036,CUST05594,24/10/2023,2023-10-28,2023-10-29,1,1.0,Standard,Breakfast Included,Website,6493.96,15.0,5519.87,success,no,0.0,,
BKG025066,HTL0149,CUST01509,2024-11-20,2024-11-25,2024-11-26,1,,Deluxe,Breakfast Included,App,48847.53,15.0,41520.4,success,FALSE,0.0,5.0,
BKG025067,HTL0174,CUST05643,2024-09-26,2024-10-03,2024-10-04,1,1.0,Standard,Half Board,Website,9592.62,5.0,9112.99,Refunded,FALSE,0.0,,
BKG025068,HTL0213,CUST00756,2023-10-24,2023-10-28,2023-11-03,6,,Standard,Room Only,Travel Agent,71243.84,5.0,67681.65,Success,N,0.0,,2.0
BKG025069,HTL0049,CUST02044,04/07/2026,2026-07-08,2026-07-10,2,2.0,Executive,Full Board,App,54728.88,5.0,51992.44,success,0,0.0,4.0,2.0
BKG025070,HTL0208,CUST03060,2025-02-05,2025-03-03,2025-03-09,6,2.0,Standard,Breakfast Included,App,86148.9,5.0,81841.45,Success,No,0.0,26.0,3.0
BKG025071,HTL0261,CUST02445,2024-04-22,2024-05-28,2024-05-30,2,1.0,Suite,Breakfast Included,Website,25252.75,5.0,23990.11,Failed,FALSE,0.0,,4.0
BKG025072,HTL0259,CUST02399,2025-03-29,2025-04-08,2025-04-12,4,1.0,Standard,Breakfast Included,Call Center,36795.39,5.0,34955.62,Success,0,0.0,,3.0
BKG025073,HTL0196,CUST05758,2023-11-16,2023-11-22,2023-11-24,2,1.0,Premium,Breakfast Included,App,19729.9,0.0,19729.9,failed,FALSE,0.0,6.0,3.0
BKG025074,HTL0023,CUST01336,29/01/2025,2025-02-13,2025-02-18,5,1.0,Deluxe,Half Board,App,30257.11,10.0,27231.4,failed,no,0.0,,3.0
BKG025075,HTL0299,CUST01893,2025-08-24,2025-08-24,2025-08-26,2,1.0,Deluxe,Room Only,Travel Agent,33770.83,0.0,33770.83,Failed,TRUE,18546.71,0.0,
BKG025076,HTL0062,CUST03583,03/09/2024,2024-09-30,2024-10-05,5,1.0,Standard,Half Board,App,46461.82,5.0,44138.73,success,0,0.0,27.0,
BKG025077,HTL0079,CUST04412,2024-01-26,2024-01-26,2024-01-28,2,1.0,Deluxe,Room Only,app,18788.34,5.0,17848.92,SUCCESS,FALSE,0.0,0.0,2.0
BKG025078,HTL0153,CUST01131,2024-07-22,2024-08-03,2024-08-04,1,1.0,Deluxe,Breakfast Included,Website,9195.16,0.0,9195.16,success,Y,5695.85,12.0,
BKG025079,HTL0245,CUST02870,2025-07-09,2025-07-10,2025-07-16,6,2.0,Deluxe,Breakfast Included,App,125073.79,0.0,125073.79,Success,FALSE,0.0,1.0,2.0
BKG025080,HTL0058,CUST01984,22/01/2024,2024-02-02,2024-02-03,1,1.0,Standard,Breakfast Included,,8135.87,0.0,8135.87,success,TRUE,7697.62,,
BKG025081,HTL0238,CUST05224,2025-07-01,2025-07-13,2025-07-15,2,1.0,Deluxe,Room Only,Call Center,17054.43,0.0,17054.43,success,N,0.0,,
BKG025082,HTL0073,CUST04223,2025-02-15,2025-03-07,2025-03-09,2,1.0,Suite,Room Only,,18825.74,0.0,18825.74,Success,no,0.0,20.0,3.0
BKG025083,HTL0105,CUST02821,2025-02-14,2025-02-23,2025-03-03,8,1.0,Suite,Breakfast Included,WEBSITE,125475.89,5.0,119202.1,failed,FALSE,0.0,,4.0
BKG025084,HTL0007,CUST04157,23/05/2025,2025-05-23,2025-05-24,1,1.0,Deluxe,Half Board,App,11305.63,0.0,11305.63,pending,No,0.0,0.0,4.0
BKG025085,HTL0215,CUST01572,2026-01-25,2026-01-29,2026-01-30,1,1.0,Executive,Room Only,Website,6454.96,5.0,6132.21,Success,FALSE,0.0,,
BKG025086,HTL0020,CUST01415,2024-09-30,2024-10-04,2024-10-05,1,1.0,Deluxe,Breakfast Included,Website,15243.18,10.0,13718.86,Success,0,0.0,,
BKG025087,HTL0154,CUST01250,2024-02-28,2024-03-30,2024-03-31,1,1.0,Executive,Room Only,App,7886.16,0.0,7886.16,success,0,0.0,,4.0
BKG025088,HTL0025,CUST05631,20/09/2024,2024-09-26,2024-09-28,2,3.0,Standard,Breakfast Included,Website,53414.74,20.0,42731.79,SUCCESS,no,0.0,6.0,3.0
BKG025089,HTL0237,CUST04263,2024-02-21,2024-02-22,2024-02-23,1,3.0,Executive,Breakfast Included,Call Center,48866.24,0.0,48866.24,success,No,0.0,1.0,3.0
BKG025090,HTL0036,CUST05179,2024-09-15,2024-09-30,2024-10-07,7,3.0,Suite,Room Only,App,230900.73,15.0,196265.62,success,FALSE,0.0,,
BKG025091,HTL0275,CUST05450,14/03/2025,2025-03-14,2025-03-21,7,1.0,Deluxe,Breakfast Included,,159882.02,0.0,159882.02,failed,0,0.0,0.0,4.0
BKG025092,HTL0228,CUST01109,27/03/2025,2025-04-11,2025-04-18,7,,Standard,Room Only,Website,103150.73,15.0,87678.12,,No,0.0,,3.0
BKG025093,HTL0144,CUST04160,2026-06-14,2026-07-31,2026-08-08,8,2.0,Standard,Breakfast Included,App,112595.49,20.0,90076.39,SUCCESS,N,0.0,47.0,3.0
BKG025094,HTL0292,CUST00493,2026-08-08,2026-08-31,2026-09-02,2,,Premium,Breakfast Included,Call Center,134394.52,10.0,120955.07,Refunded,0,0.0,23.0,3.0
BKG025095,HTL0173,CUST01926,2026-04-21,2026-04-21,2026-04-23,2,1.0,Deluxe,Breakfast Included,,28572.87,0.0,28572.87,Refunded,no,0.0,0.0,3.0
BKG025096,HTL0130,CUST04323,2024-04-25,2024-04-25,2024-04-29,4,1.0,Executive,Full Board,Call Center,36769.69,15.0,31254.24,success,0,0.0,,
BKG025097,HTL0021,CUST00609,2025-11-18,2025-12-27,2025-12-28,1,1.0,Deluxe,Half Board,Call Center,16700.26,5.0,15865.25,failed,no,0.0,,4.0
BKG025098,HTL0021,CUST01294,2026-06-16,2026-07-10,2026-07-11,1,3.0,Deluxe,Breakfast Included,App,47830.35,5.0,45438.83,Success,no,0.0,24.0,3.0
BKG025099,HTL0102,CUST04715,2025-02-24,2025-02-25,2025-02-28,3,1.0,Executive,Breakfast Included,WEBSITE,33988.22,15.0,28889.99,success,N,0.0,,4.0
BKG025100,HTL0127,CUST05860,2024-04-18,2024-04-30,2024-05-01,1,2.0,Standard,Full Board,Travel Agent,22488.39,0.0,22488.39,success,No,0.0,12.0,5.0
BKG025101,HTL0150,CUST01258,15/01/2025,2025-02-02,2025-02-05,3,2.0,Executive,Full Board,Website,71812.53,5.0,68221.9,Pending,FALSE,0.0,18.0,
BKG025102,HTL0107,CUST03546,26/02/2024,2024-03-08,2024-03-12,4,1.0,Deluxe,Half Board,Call Center,61378.93,0.0,61378.93,SUCCESS,no,0.0,,5.0
BKG025103,HTL0177,CUST01960,27/09/2025,2025-10-13,2025-10-14,1,1.0,Premium,Breakfast Included,Website,10245.83,0.0,10245.83,SUCCESS,FALSE,0.0,,4.0
BKG025104,HTL0237,CUST05862,23/07/2026,2026-08-03,2026-08-09,6,1.0,Deluxe,Full Board,Website,82682.6,10.0,74414.34,Refunded,0,0.0,,3.0
BKG025105,HTL0294,CUST00609,12/06/2025,2025-06-26,2025-06-27,1,1.0,Standard,Half Board,App,9567.69,15.0,8132.54,SUCCESS,no,0.0,,4.0
BKG025106,HTL0200,CUST02387,2024-06-09,2024-06-27,2024-06-28,1,1.0,Standard,Room Only,App,8037.12,0.0,8037.12,Refunded,FALSE,0.0,,
BKG025107,HTL0244,CUST00245,2025-07-06,2025-07-15,2025-07-16,1,2.0,Deluxe,Room Only,Website,12617.94,0.0,12617.94,failed,no,0.0,9.0,3.0
BKG025108,HTL0176,CUST03181,2023-10-08,2023-10-30,2023-10-31,1,1.0,Standard,Breakfast Included,App,9308.48,0.0,9308.48,Refunded,no,0.0,,4.0
BKG025109,HTL0013,CUST02028,27/02/2025,2025-04-01,2025-04-03,2,1.0,Premium,Full Board,Call Center,18595.21,0.0,18595.21,SUCCESS,0,0.0,,
BKG025110,HTL0276,CUST03187,2026-03-21,2026-03-27,2026-03-28,1,3.0,Premium,Breakfast Included,Website,48544.95,10.0,43690.46,SUCCESS,0,0.0,,
BKG025111,HTL0009,CUST01824,2026-06-17,2026-06-18,2026-06-20,2,1.0,Standard,Breakfast Included,App,16278.16,,16278.16,Success,N,0.0,1.0,2.0
BKG025112,HTL0255,CUST05000,2024-03-16,2024-04-01,2024-04-06,5,2.0,Executive,Half Board,App,87443.9,15.0,74327.31,Refunded,FALSE,0.0,,
BKG025113,HTL0041,CUST05143,2024-11-19,2024-11-19,2024-11-20,1,1.0,Standard,Half Board,App,9926.05,5.0,9429.75,Success,No,0.0,0.0,
BKG025114,HTL0014,CUST05739,2025-09-19,2025-10-15,2025-10-16,1,2.0,Suite,Room Only,Website,29036.14,0.0,29036.14,Success,N,0.0,,4.0
BKG025115,HTL0193,CUST00400,10/12/2025,2025-12-11,2025-12-15,4,1.0,Standard,Half Board,Call Center,41636.16,10.0,37472.54,success,no,0.0,,
BKG025116,HTL0240,CUST00492,2025-05-03,2025-05-05,2025-05-08,3,4.0,Deluxe,Breakfast Included,App,116949.03,15.0,99406.68,success,no,0.0,,
BKG025117,HTL0258,CUST03802,12/11/2025,2025-11-22,2025-11-24,2,1.0,Suite,Room Only,Website,29760.92,5.0,28272.87,Success,no,0.0,,
BKG025118,HTL0293,CUST01628,2025-02-04,2025-02-09,2025-02-10,1,1.0,Executive,Full Board,App,12458.62,0.0,12458.62,pending,N,0.0,,
BKG025119,HTL0053,CUST02308,2024-10-25,2024-11-10,2024-11-11,1,1.0,Standard,Breakfast Included,Website,8109.45,,8109.45,Success,0,0.0,,4.0
BKG025120,HTL0129,CUST00770,2026-02-13,2026-03-07,2026-03-08,1,3.0,Standard,Room Only,App,23777.82,,23777.82,Refunded,Yes,14653.34,,
BKG025121,HTL0108,CUST02558,29/05/2026,2026-06-05,2026-06-09,4,,Deluxe,Half Board,App,85709.56,10.0,77138.6,Success,no,0.0,7.0,
BKG025122,HTL0047,CUST03648,2024-11-18,2024-11-22,2024-11-23,1,1.0,Executive,Room Only,App,18491.37,0.0,18491.37,pending,0,0.0,,3.0
BKG025123,HTL0138,CUST00198,2025-01-15,2025-01-30,2025-02-01,2,,Standard,Breakfast Included,App,16069.21,20.0,12855.37,success,no,0.0,,
BKG025124,HTL0159,CUST00727,30/05/2025,2025-05-31,2025-06-07,7,2.0,Standard,Breakfast Included,,147941.61,5.0,140544.53,failed,no,0.0,,
BKG025125,HTL0120,CUST04311,2024-08-27,2024-08-28,2024-09-02,5,3.0,Executive,Breakfast Included,Travel Agent,185990.87,5.0,176691.33,Refunded,No,0.0,1.0,
BKG025126,HTL0165,CUST04272,2024-04-21,2024-05-02,2024-05-04,2,2.0,Deluxe,Full Board,Website,44795.12,15.0,38075.85,Refunded,0,0.0,,
BKG025127,HTL0268,CUST03225,08/07/2026,2026-07-17,2026-07-19,2,2.0,Deluxe,Half Board,,49355.79,0.0,49355.79,Success,No,0.0,,3.0
BKG025128,HTL0253,CUST00883,2023-12-11,2024-01-29,2024-01-31,2,,Standard,Half Board,App,15206.87,0.0,15206.87,Success,N,0.0,,
BKG025129,HTL0297,CUST05668,2023-11-05,2023-11-07,2023-11-11,4,4.0,Executive,Room Only,WEBSITE,156667.05,0.0,156667.05,success,N,0.0,,
BKG025130,HTL0050,CUST05146,2024-09-21,2024-10-02,2024-10-06,4,2.0,Premium,Breakfast Included,Travel Agent,106662.45,15.0,90663.08,Success,No,0.0,,4.0
BKG025131,HTL0204,CUST01953,2026-02-10,2026-02-11,2026-02-12,1,2.0,Deluxe,Room Only,Call Center,23719.74,10.0,21347.77,success,N,0.0,,
BKG025132,HTL0270,CUST05033,2025-12-21,2026-01-11,2026-01-13,2,1.0,Deluxe,Breakfast Included,App,25717.89,15.0,21860.21,Success,no,0.0,21.0,3.0
BKG025133,HTL0233,CUST05807,2023-10-25,2023-11-28,2023-11-29,1,3.0,Standard,Breakfast Included,App,23302.9,0.0,23302.9,Success,no,0.0,34.0,5.0
BKG025134,HTL0244,CUST05023,2026-07-23,2026-08-02,2026-08-05,3,3.0,Standard,Room Only,App,48249.91,5.0,45837.41,Refunded,N,0.0,,
BKG025135,HTL0078,CUST02738,2024-07-18,2024-07-22,2024-07-24,2,1.0,Suite,Half Board,App,17821.27,5.0,16930.21,success,no,0.0,,4.0
BKG025136,HTL0089,CUST04929,2025-11-19,2025-12-03,2025-12-05,2,1.0,Deluxe,Half Board,App,20526.3,20.0,16421.04,failed,N,0.0,,
BKG025137,HTL0129,CUST03583,2025-12-05,2025-12-14,2025-12-15,1,2.0,Deluxe,Breakfast Included,Website,19870.2,,16889.67,SUCCESS,no,0.0,,3.0
BKG025138,HTL0291,CUST05414,2023-11-09,2023-11-15,2023-11-18,3,1.0,Standard,Room Only,app,22134.17,0.0,22134.17,success,yes,11287.98,,
BKG025139,HTL0093,CUST02593,20/08/2024,2024-08-26,2024-08-28,2,1.0,Executive,Breakfast Included,,20444.16,15.0,17377.54,success,no,0.0,,4.0
BKG025140,HTL0035,CUST05626,2023-11-04,2023-11-13,2023-11-16,3,1.0,Deluxe,Half Board,WEBSITE,44734.38,0.0,44734.38,Success,FALSE,0.0,9.0,
BKG025141,HTL0263,CUST02782,2023-10-19,2023-10-27,2023-10-29,2,1.0,Premium,Breakfast Included,WEBSITE,38764.64,0.0,38764.64,SUCCESS,No,0.0,,2.0
BKG025142,HTL0068,CUST02762,2026-01-13,2026-02-01,2026-02-03,2,,Standard,Full Board,App,19557.67,0.0,19557.67,success,N,0.0,19.0,4.0
BKG025143,HTL0174,CUST03776,2023-11-05,2023-11-11,2023-11-13,2,3.0,Deluxe,Breakfast Included,App,118395.73,15.0,100636.37,Success,0,0.0,,
BKG025144,HTL0094,CUST00109,08/04/2026,2026-04-09,2026-04-11,2,1.0,Deluxe,Room Only,Travel Agent,19851.13,10.0,17866.02,Refunded,0,0.0,1.0,
BKG025145,HTL0278,CUST02111,30/10/2023,2023-11-14,2023-11-17,3,,Premium,Breakfast Included,Call Center,47122.82,10.0,42410.54,success,0,0.0,,2.0
BKG025146,HTL0122,CUST00703,2024-09-10,2024-09-24,2024-09-25,1,1.0,Standard,Room Only,,3257.62,5.0,3094.74,Failed,No,0.0,,3.0
BKG025147,HTL0056,CUST02549,21/09/2025,2025-10-14,2025-10-18,4,2.0,Deluxe,Breakfast Included,app,114957.77,5.0,109209.88,Refunded,no,0.0,23.0,4.0
BKG025148,HTL0247,CUST03352,2024-07-22,2024-07-29,2024-07-30,1,1.0,Standard,Room Only,WEBSITE,8913.3,0.0,8913.3,Success,Y,6706.37,7.0,
BKG025149,HTL0126,CUST05257,2025-10-26,2025-10-27,2025-10-28,1,1.0,Suite,Half Board,App,20639.03,10.0,18575.13,Failed,FALSE,0.0,1.0,
BKG025150,HTL0112,CUST02280,2024-07-09,2024-07-18,2024-07-19,1,2.0,Executive,Breakfast Included,App,22157.17,0.0,22157.17,Success,No,0.0,,
BKG025151,HTL0014,CUST04919,2025-03-16,2025-03-30,2025-04-01,2,1.0,Deluxe,Room Only,Website,26299.43,10.0,23669.49,Success,No,0.0,14.0,3.0
BKG025152,HTL0063,CUST02828,2024-06-18,2024-07-14,2024-07-18,4,2.0,Standard,Room Only,WEBSITE,68160.69,10.0,61344.62,Success,0,0.0,,
BKG025153,HTL0185,CUST04762,2025-05-01,2025-05-14,2025-05-17,3,2.0,Deluxe,Breakfast Included,Call Center,66025.13,5.0,62723.87,Success,no,0.0,,3.0
BKG025154,HTL0084,CUST04547,2025-07-29,2025-07-31,2025-08-01,1,4.0,Deluxe,Breakfast Included,App,37687.16,0.0,37687.16,success,No,0.0,,3.0
BKG025155,HTL0133,CUST04747,2024-07-10,2024-07-22,2024-07-24,2,1.0,Deluxe,Room Only,,23087.93,15.0,19624.74,success,FALSE,0.0,12.0,
BKG025156,HTL0083,CUST00542,14/06/2026,2026-06-24,2026-06-26,2,3.0,Premium,Half Board,Website,70882.25,5.0,67338.14,Refunded,no,0.0,10.0,
BKG025157,HTL0025,CUST05346,2025-03-30,2025-04-03,2025-04-05,2,1.0,Premium,Breakfast Included,Website,29753.62,0.0,29753.62,Success,0,0.0,,
BKG025158,HTL0247,CUST00868,2025-10-29,2025-11-05,2025-11-07,2,1.0,Deluxe,Breakfast Included,Call Center,22315.11,15.0,18967.84,Success,N,0.0,7.0,
BKG025159,HTL0123,CUST03547,2024-02-28,2024-03-13,2024-03-15,2,1.0,Suite,Breakfast Included,App,26474.67,0.0,26474.67,success,0,0.0,14.0,
BKG025160,HTL0250,CUST01653,07/06/2025,2025-06-07,2025-06-08,1,2.0,Deluxe,Room Only,App,31864.85,10.0,28678.36,Pending,FALSE,0.0,,3.0
BKG025161,HTL0011,CUST00251,2024-01-12,2024-01-21,2024-01-25,4,1.0,Executive,Half Board,Website,21667.14,0.0,21667.14,Success,no,0.0,9.0,4.0
BKG025162,HTL0142,CUST02646,2025-03-04,2025-03-28,2025-03-29,1,1.0,Standard,Breakfast Included,Website,10397.52,15.0,8837.89,Pending,Yes,4927.2,,
BKG025163,HTL0165,CUST02835,2023-12-07,2023-12-14,2023-12-17,3,2.0,Premium,Breakfast Included,app,72904.75,0.0,72904.75,success,No,0.0,7.0,5.0
BKG025164,HTL0120,CUST03727,23/09/2025,2025-10-10,2025-10-13,3,1.0,Standard,Room Only,App,26456.45,5.0,25133.63,Failed,N,0.0,,3.0
BKG025165,HTL0248,CUST05607,30/08/2026,2026-09-13,2026-09-17,4,1.0,Standard,Breakfast Included,Call Center,44881.27,15.0,38149.08,Success,No,0.0,,5.0
BKG025166,HTL0068,CUST02147,2026-01-16,2026-01-20,2026-01-25,5,1.0,Suite,Room Only,Website,70250.32,15.0,59712.77,Success,0,0.0,,5.0
BKG025167,HTL0129,CUST04927,25/11/2024,2024-12-10,2024-12-13,3,1.0,Deluxe,Breakfast Included,app,27567.32,,23432.22,pending,FALSE,0.0,15.0,
BKG025168,HTL0126,CUST03328,14/03/2025,2025-03-24,2025-03-25,1,2.0,Premium,Full Board,App,37035.69,15.0,31480.34,Success,0,0.0,10.0,3.0
BKG025169,HTL0221,CUST00483,2026-02-11,2026-02-13,2026-02-14,1,1.0,Standard,Breakfast Included,Travel Agent,10609.82,0.0,10609.82,Refunded,No,0.0,,
BKG025170,HTL0061,CUST04439,03/04/2026,2026-04-03,2026-04-04,1,1.0,Standard,Room Only,App,11403.8,10.0,10263.42,success,N,0.0,0.0,4.0
BKG025171,HTL0179,CUST01684,2024-09-06,2024-09-21,2024-09-24,3,1.0,Standard,Half Board,App,27728.39,15.0,23569.13,failed,1,12324.97,15.0,
BKG025172,HTL0235,CUST04834,2023-09-18,2023-10-12,2023-10-14,2,4.0,Premium,Breakfast Included,App,120241.37,0.0,120241.37,Success,N,0.0,,
BKG025173,HTL0274,CUST01250,08/09/2025,2025-10-12,2025-10-13,1,1.0,Standard,Breakfast Included,Website,7372.58,0.0,7372.58,Success,FALSE,0.0,,
BKG025174,HTL0020,CUST01145,2024-10-28,2024-10-28,2024-11-02,5,,Standard,Room Only,Call Center,108470.89,0.0,108470.89,Failed,FALSE,0.0,0.0,
BKG025175,HTL0296,CUST05196,23/02/2025,2025-02-27,2025-02-28,1,1.0,Deluxe,Breakfast Included,Travel Agent,8814.5,0.0,8814.5,SUCCESS,0,0.0,4.0,
BKG025176,HTL0122,CUST03039,2024-10-19,2024-10-24,2024-10-26,2,2.0,Premium,Room Only,Website,20745.18,,20745.18,failed,0,0.0,5.0,
BKG025177,HTL0121,CUST03473,2024-10-21,2024-10-23,2024-10-24,1,,Suite,Breakfast Included,,13984.58,0.0,13984.58,failed,FALSE,0.0,2.0,
BKG025178,HTL0021,CUST00245,2025-12-24,2026-01-08,2026-01-10,2,2.0,Deluxe,Breakfast Included,,51206.96,5.0,48646.61,success,N,0.0,,
BKG025179,HTL0215,CUST04343,25/11/2025,2025-11-25,2025-11-26,1,3.0,Standard,Full Board,Website,15800.86,0.0,15800.86,Success,No,0.0,0.0,5.0
BKG025180,HTL0286,CUST05855,2024-02-13,2024-02-14,2024-02-16,2,1.0,Standard,Breakfast Included,Website,26156.98,,23541.28,Success,FALSE,0.0,,4.0
BKG025181,HTL0074,CUST00631,25/04/2026,2026-05-17,2026-05-21,4,1.0,Deluxe,Breakfast Included,App,17363.65,0.0,17363.65,Pending,0,0.0,,
BKG025182,HTL0089,CUST05674,15/06/2026,2026-06-22,2026-06-23,1,2.0,Standard,Breakfast Included,Website,18008.91,10.0,16208.02,Failed,no,0.0,,
BKG025183,HTL0111,CUST01604,2024-10-23,2024-10-29,2024-10-31,2,1.0,Premium,Breakfast Included,Website,43145.22,10.0,38830.7,Failed,no,0.0,6.0,3.0
BKG025184,HTL0002,CUST05869,09/01/2026,2026-03-08,2026-03-11,3,1.0,Standard,Breakfast Included,,22947.08,0.0,22947.08,success,FALSE,0.0,58.0,
BKG025185,HTL0037,CUST04605,22/04/2025,2025-04-22,2025-04-27,5,1.0,Standard,Room Only,Website,52444.47,0.0,52444.47,Pending,yes,44950.91,,
BKG025186,HTL0245,CUST01750,20/01/2026,2026-01-23,2026-01-24,1,1.0,Suite,Breakfast Included,Website,13378.83,15.0,11372.01,failed,no,0.0,,4.0
