hotel_id,Search_Date,Stay Date,Device,Search_Rank_Position,Click_Flag,Price Shown(INR),Competitor Avg Price,Occupancy Rate(%),Conversion_Flag
HTL0030,2024-02-26,2024-03-19,,8.0,1,7745.04,6960.63,58.6,0
HTL0134,2025-09-27,2025-10-02,iOS App,11.0,0,6034.96,5135.39,33.9,0
HTL0271,2024-02-11,2024-02-23,,1.0,0,13797.49,,56.5,0
HTL0038,2024-06-26,2024-07-01,,4.0,1,7580.78,6979.65,50.1,0
HTL0249,2026-04-20,2026-04-22,IOS APP,1.0,0,3832.5,4976.06,31.5,0
HTL0293,2026-07-23,2026-08-19,Desktop Web,2.0,0,9529.95,,47.3,0
HTL0200,2026-09-09,2026-09-14,Mobile Web,4.0,0,8222.59,,60.4,0
HTL0120,2024-06-08,2024-06-13,Desktop Web,7.0,1,8361.29,,31.2,0
HTL0253,2025-08-26,2025-09-03,,3.0,0,9071.71,9136.59,51.6,0
HTL0298,2026-03-10,2026-03-28,,1.0,0,10831.35,11801.88,31.5,0
HTL0295,2025-01-22,2025-01-25,Android App,2.0,1,10908.31,,42.9,0
HTL0017,2026-07-25,2026-07-25,,9.0,0,11263.91,9455.85,42.1,0
HTL0003,2023-12-09,2023-12-29,,6.0,1,8347.18,,53.7,0
HTL0006,2024-05-06,2024-05-26,,2.0,0,7971.26,,17.0,0
HTL0095,2025-03-10,2025-03-29,,1.0,0,9877.38,,46.6,0
HTL0133,2025-05-28,2025-06-05,,11.0,0,12456.06,,53.7,0
HTL0127,2024-08-06,2024-10-16,iOS App,17.0,0,9638.78,9065.31,,0
HTL0018,2024-07-28,2024-08-05,Mobile Web,7.0,0,10099.13,9903.24,33.1,0
HTL0254,2024-06-10,2024-06-30,,4.0,1,9656.15,10686.5,,0
HTL0187,2026-04-06,2026-04-16,android app,8.0,1,9494.01,8893.83,57.9,0
HTL0125,2026-04-19,2026-05-06,Mobile Web,1.0,1,8238.78,,58.9,0
HTL0122,2026-05-11,2026-05-20,IOS APP,1.0,0,3375.39,,48.4,0
HTL0216,2026-09-03,2026-09-16,Mobile Web,19.0,0,10809.2,,39.2,0
HTL0083,2024-04-12,2024-04-13,iOS App,2.0,0,10549.12,,56.0,0
HTL0090,2026-04-17,2026-04-27,,1.0,0,10382.74,9156.39,,0
HTL0186,2026-06-16,2026-06-16,IOS APP,2.0,1,3995.12,4163.77,46.7,0
HTL0003,2025-01-21,2025-01-29,,1.0,0,8027.0,8183.72,42.5,0
HTL0041,2025-01-24,2025-02-07,,15.0,0,8912.81,,41.4,0
HTL0166,2026-08-18,2026-09-04,Mobile Web,,0,12233.44,,48.4,0
HTL0147,2026-04-28,2026-05-02,Android App,2.0,1,8803.03,,53.1,0
HTL0202,2023-11-28,2023-12-02,,1.0,0,11236.36,10708.44,30.3,0
HTL0019,2025-01-06,2025-01-06,,2.0,1,3397.67,,55.3,0
HTL0004,2026-03-06,2026-03-07,IOS APP,5.0,0,10795.96,11891.52,,0
HTL0050,2025-09-24,2025-10-14,Desktop Web,3.0,0,9707.05,9371.47,32.3,0
HTL0118,2024-06-30,2024-07-03,,2.0,1,8655.5,,41.8,0
HTL0221,2025-07-04,2025-07-09,,10.0,1,9414.53,10132.98,30.7,0
HTL0061,2026-01-12,2026-02-03,android app,15.0,1,8272.25,8775.94,62.2,1
HTL0252,2025-12-24,2026-01-04,,2.0,1,4662.25,,16.9,0
HTL0150,2025-08-11,2025-08-21,iOS App,,1,7788.61,7678.24,76.2,0
HTL0285,2023-10-13,2023-10-23,Mobile Web,1.0,0,9626.86,,39.0,0
HTL0019,2024-08-14,2024-09-19,iOS App,9.0,1,2718.81,,36.8,0
HTL0173,2026-09-17,2026-10-24,Mobile Web,2.0,0,12046.15,,7.0,0
HTL0260,2024-10-25,2024-12-11,Desktop Web,9.0,0,10187.0,9129.2,50.1,0
HTL0075,2024-02-18,2024-02-19,android app,8.0,0,12556.45,11734.96,,0
HTL0214,2024-08-29,2024-09-15,,4.0,0,6658.02,7121.3,69.7,0
HTL0026,2025-04-09,2025-04-17,,13.0,1,7713.78,,20.6,0
HTL0200,2024-04-14,2024-04-14,iOS App,5.0,0,8662.81,,59.8,0
HTL0274,2025-06-30,2025-07-03,,2.0,0,8278.08,8621.93,55.9,0
HTL0176,2025-12-15,2025-12-24,IOS APP,1.0,1,13591.82,13111.25,87.7,0
HTL0218,2024-05-31,2024-06-05,,3.0,0,9461.32,,61.1,0
HTL0272,2025-03-09,2025-04-02,iOS App,1.0,0,11274.22,10682.7,41.6,0
HTL0062,2026-08-23,2026-08-29,,7.0,0,10683.15,,62.2,0
HTL0295,2024-08-17,2024-09-14,Android App,16.0,0,12080.66,12376.13,51.1,0
HTL0194,2023-10-29,2023-11-27,iOS App,10.0,1,7286.45,,,1
HTL0179,2025-03-25,2025-04-07,IOS APP,10.0,0,7436.58,8233.81,,0
HTL0022,2025-07-04,2025-07-15,IOS APP,14.0,1,7447.17,7267.15,,0
HTL0016,2023-10-27,2023-11-02,,16.0,0,9245.19,,47.7,0
HTL0013,2024-06-16,2024-07-07,,12.0,0,7391.71,,54.9,0
HTL0078,2025-10-08,2025-11-22,,1.0,0,6237.78,,5.0,0
HTL0278,2025-02-07,2025-03-10,IOS APP,1.0,1,7563.21,7058.69,58.2,0
HTL0174,2025-04-07,2025-04-13,Android App,11.0,1,10508.04,,66.0,0
HTL0077,2025-06-24,2025-07-05,IOS APP,4.0,0,11125.63,,,0
HTL0201,2025-01-20,2025-01-27,IOS APP,4.0,0,5527.98,,,0
HTL0142,2025-11-26,2026-01-21,Desktop Web,,1,8019.65,,80.5,1
HTL0223,2025-02-10,2025-03-17,iOS App,2.0,0,10206.37,9451.37,47.7,0
HTL0044,2025-05-03,2025-05-08,iOS App,2.0,0,11498.96,,47.0,0
HTL0273,2024-04-25,2024-04-29,Android App,4.0,1,6759.93,,30.9,1
HTL0171,2026-05-14,2026-05-22,,2.0,1,7107.9,,39.6,0
HTL0073,2025-06-29,2025-07-01,iOS App,9.0,0,6180.89,6387.17,64.3,0
HTL0202,2026-05-26,2026-06-01,Android App,15.0,0,10329.18,,11.0,0
HTL0096,2026-06-23,2026-07-07,,5.0,1,9696.17,,32.6,1
HTL0300,2026-05-22,2026-06-02,IOS APP,8.0,1,9881.0,8893.04,60.9,0
HTL0195,2024-12-29,2025-01-01,Android App,1.0,0,14596.23,13481.67,58.5,0
HTL0134,2024-04-17,2024-04-21,IOS APP,11.0,1,5821.09,4695.73,74.5,0
HTL0118,2024-05-21,2024-05-27,,2.0,0,8678.65,10008.22,44.8,0
HTL0062,2026-06-06,2026-06-08,IOS APP,5.0,0,9893.9,11956.09,39.5,0
HTL0263,2025-02-12,2025-03-08,,1.0,1,10600.41,,76.2,0
HTL0106,2025-07-10,2025-08-01,,9.0,1,10763.13,,70.2,0
HTL0123,2024-07-14,2024-07-16,Android App,5.0,1,9008.41,,,0
HTL0205,2026-06-20,2026-06-25,android app,1.0,0,8204.04,9080.02,57.5,0
HTL0249,2025-09-23,2025-10-04,Android App,1.0,1,3468.84,,51.9,0
HTL0289,2024-12-11,2024-12-22,android app,13.0,0,8307.21,,45.4,0
HTL0111,2025-12-11,2025-12-13,iOS App,1.0,0,10342.5,,8.7,0
HTL0297,2024-08-17,2024-09-18,Mobile Web,1.0,0,8068.86,9628.43,60.1,0
HTL0061,2023-10-14,2023-10-30,iOS App,1.0,1,9951.67,9206.49,32.6,0
HTL0016,2026-01-28,2026-02-05,android app,4.0,0,11691.14,,51.5,0
HTL0177,2025-04-14,2025-04-18,Mobile Web,10.0,0,8876.99,9495.84,15.0,0
HTL0261,2025-02-16,2025-03-25,Android App,4.0,0,8121.6,8163.4,60.5,0
HTL0050,2024-06-07,2024-06-10,Android App,10.0,0,8832.14,,69.8,0
HTL0299,2025-04-11,2025-04-14,,9.0,0,14268.26,,44.5,0
HTL0122,2026-04-19,2026-04-26,,10.0,1,3648.54,2884.88,37.5,1
HTL0280,2024-06-22,2024-06-25,,11.0,0,9712.06,10721.47,77.5,0
HTL0069,2026-09-10,2026-11-28,,25.0,0,8580.72,7294.08,81.9,0
HTL0083,2024-11-22,2024-11-29,,1.0,1,9347.06,10503.11,63.1,0
HTL0076,2024-07-14,2024-07-24,android app,2.0,0,8354.11,,7.4,0
HTL0096,2024-04-20,2024-04-20,iOS App,7.0,1,12159.29,,67.9,1
HTL0054,2024-03-08,2024-03-08,android app,10.0,1,13946.73,,46.9,0
HTL0269,2026-01-22,2026-01-22,Mobile Web,6.0,1,10982.93,11902.76,40.5,0
HTL0112,2026-01-08,2026-02-01,,31.0,0,7947.88,7261.73,51.6,0
HTL0256,2024-12-08,2024-12-29,,19.0,0,11044.02,10490.45,35.7,0
HTL0107,2024-02-23,2024-02-26,Android App,1.0,0,10795.48,10710.86,58.3,0
HTL0182,2025-05-20,2025-05-23,,2.0,0,12376.22,13346.57,,0
HTL0064,2024-08-21,2024-09-01,,1.0,0,8360.93,7606.19,68.8,0
HTL0048,2025-10-22,2025-11-10,Android App,1.0,0,9315.98,10750.13,52.9,0
HTL0158,2025-07-26,2025-08-10,IOS APP,11.0,0,9691.56,,41.0,0
HTL0137,2025-02-05,2025-04-26,IOS APP,2.0,1,12367.12,,44.0,0
HTL0083,2025-03-07,2025-03-10,Android App,3.0,1,8430.46,,62.4,0
HTL0281,2026-07-05,2026-09-12,,7.0,0,6907.1,,37.8,0
HTL0035,2024-08-28,2024-09-21,IOS APP,1.0,0,12315.63,15852.83,15.6,0
HTL0231,2025-03-25,2025-04-15,,1.0,1,11565.57,,78.0,1
HTL0207,2026-01-03,2026-01-04,,1.0,1,10172.48,,19.3,0
HTL0277,2023-09-26,2023-10-07,IOS APP,4.0,1,12996.64,,70.9,0
HTL0032,2025-07-13,2025-08-14,Desktop Web,13.0,0,5128.25,,12.2,0
HTL0095,2025-09-07,2025-09-15,IOS APP,3.0,0,8679.61,8519.32,43.9,0
HTL0232,2025-02-25,2025-04-14,,12.0,0,5715.72,5904.74,,0
HTL0033,2023-09-27,2023-10-06,iOS App,3.0,1,12823.94,,65.8,0
HTL0207,2025-12-08,2026-01-03,Android App,8.0,0,17900.21,18004.74,,0
HTL0055,2024-07-29,2024-08-01,Desktop Web,11.0,0,8932.06,,,0
HTL0274,2025-05-18,2025-06-03,Mobile Web,1.0,0,8392.37,7925.67,50.6,0
HTL0223,2025-02-13,2025-02-21,iOS App,4.0,0,10043.29,8619.24,67.0,0
HTL0083,2026-01-22,2026-02-01,,4.0,1,7862.83,8319.8,41.9,0
HTL0175,2024-05-15,2024-06-24,,3.0,0,9780.75,,59.0,0
HTL0279,2024-03-25,2024-04-30,iOS App,7.0,1,9323.56,,61.0,0
HTL0229,2025-02-04,2025-02-07,,25.0,1,11995.41,,62.3,0
HTL0219,2026-07-03,2026-07-18,,13.0,0,8292.43,6279.25,17.0,0
HTL0280,2025-06-02,2025-06-25,,8.0,0,8215.05,,49.0,0
HTL0264,2024-04-28,2024-05-11,Desktop Web,21.0,1,11053.51,,,0
HTL0275,2025-09-30,2025-11-02,,13.0,0,10089.38,10746.86,71.7,0
HTL0052,2026-08-15,2026-08-15,,14.0,1,7945.72,,66.8,0
HTL0156,2025-12-02,2025-12-17,Mobile Web,,0,10274.96,10852.45,,0
HTL0295,2024-01-14,2024-01-17,IOS APP,5.0,1,11170.35,,42.3,0
HTL0094,2025-12-27,2025-12-27,,36.0,0,10468.42,,82.7,0
HTL0134,2026-06-22,2026-08-21,,19.0,0,7197.94,,42.8,0
HTL0296,2025-09-07,2025-09-10,Desktop Web,1.0,1,7873.48,,,0
HTL0228,2023-09-24,2023-11-01,,1.0,0,12007.57,,,0
HTL0226,2025-12-20,2025-12-27,,1.0,0,18748.57,20608.38,64.8,0
HTL0100,2025-05-10,2025-08-24,Android App,17.0,0,9380.42,11343.24,26.8,0
HTL0133,2025-11-07,2025-11-20,IOS APP,2.0,0,9277.85,,30.5,0
HTL0099,2025-02-28,2025-03-02,,12.0,0,6606.0,6929.1,50.9,0
HTL0186,2024-09-25,2024-10-01,IOS APP,1.0,0,3611.5,,77.9,0
HTL0212,2024-03-12,2024-03-15,iOS App,1.0,0,12858.99,11284.95,54.2,0
HTL0162,2024-01-17,2024-01-29,Desktop Web,3.0,0,4424.62,,33.1,0
HTL0008,2026-06-11,2026-06-15,IOS APP,1.0,0,11373.69,,,0
HTL0266,2023-11-13,2023-11-24,Android App,3.0,1,5893.27,,,0
HTL0001,2024-11-18,2024-12-02,,8.0,0,7729.86,9390.85,57.0,0
HTL0233,2025-03-08,2025-03-11,,5.0,0,9828.39,9075.71,,0
HTL0095,2023-09-27,2023-10-04,,1.0,0,9435.16,12128.94,50.9,0
HTL0048,2025-09-13,2025-09-18,android app,28.0,0,8142.11,,10.4,0
HTL0058,2024-10-05,2024-10-05,IOS APP,6.0,0,6437.97,,78.8,0
HTL0161,2026-09-03,2026-09-04,Desktop Web,6.0,1,6644.39,,20.3,1
HTL0204,2023-12-19,2023-12-21,Android App,12.0,0,6894.22,5844.88,63.9,0
HTL0174,2024-06-08,2024-06-18,Mobile Web,1.0,1,9987.68,,36.3,0
HTL0277,2023-11-16,2023-12-01,Android App,20.0,0,12239.36,,52.3,0
HTL0211,2025-09-24,2025-09-24,iOS App,16.0,1,8750.47,8795.37,33.9,0
HTL0032,2025-09-11,2025-09-20,Desktop Web,15.0,0,7379.0,6625.56,21.3,0
HTL0020,2026-07-04,2026-07-14,IOS APP,17.0,0,10116.32,,,0
HTL0253,2024-07-13,2024-08-09,,21.0,0,9755.78,11426.89,62.2,0
HTL0129,2025-07-26,2025-08-11,IOS APP,9.0,1,8900.89,10062.63,47.5,0
HTL0015,2025-07-16,2025-07-19,Mobile Web,11.0,0,11055.01,11802.88,12.6,0
HTL0197,2024-04-01,2024-04-03,android app,4.0,1,8674.55,9317.16,54.9,0
HTL0019,2026-02-28,2026-03-11,iOS App,3.0,0,4106.16,3513.76,81.1,0
HTL0044,2024-07-15,2024-07-21,,6.0,1,11647.93,,25.7,0
HTL0261,2023-11-08,2023-11-27,,11.0,1,7631.42,,78.1,0
HTL0225,2024-05-25,2024-06-05,android app,18.0,0,7628.68,,69.6,0
HTL0097,2024-06-25,2024-08-28,,11.0,0,8384.18,9239.11,,0
HTL0153,2024-09-03,2024-09-24,,2.0,0,5301.83,,70.4,0
HTL0078,2024-06-13,2024-06-24,IOS APP,4.0,0,5574.3,,69.1,0
HTL0186,2025-08-25,2025-08-29,,5.0,0,4883.89,4699.88,38.9,0
HTL0065,2024-12-02,2024-12-07,,1.0,1,6945.23,5701.43,55.0,1
HTL0279,2024-11-09,2024-11-16,android app,6.0,0,9821.91,8731.89,64.1,0
HTL0272,2026-02-01,2026-02-12,IOS APP,6.0,1,11509.24,11578.21,23.5,1
HTL0166,2026-03-05,2026-03-05,,32.0,0,10612.46,12225.14,44.9,0
HTL0137,2025-09-29,2025-10-26,Android App,2.0,0,12049.86,12443.75,62.9,0
HTL0245,2024-10-21,2024-11-17,Android App,8.0,0,7085.1,6524.64,67.3,0
HTL0127,2026-07-20,2026-08-07,,1.0,0,13345.92,,56.8,0
HTL0197,2024-10-02,2024-10-04,,2.0,0,8108.02,,39.5,0
HTL0153,2026-03-29,2026-04-01,Desktop Web,3.0,0,5932.8,6104.32,32.2,0
HTL0173,2024-11-09,2024-12-05,,21.0,0,9972.2,11790.35,65.1,0
HTL0254,2024-12-24,2025-01-08,android app,5.0,1,8621.58,9613.98,67.1,0
HTL0293,2025-04-29,2025-05-18,IOS APP,1.0,0,9757.12,,,0
HTL0071,2025-08-24,2025-09-16,,1.0,0,9725.55,,90.1,0
HTL0080,2026-03-09,2026-03-18,android app,14.0,1,9437.45,9032.38,79.4,0
HTL0183,2025-02-19,2025-03-19,Android App,1.0,0,8627.07,,72.5,0
HTL0154,2025-03-03,2025-03-05,IOS APP,5.0,1,5729.34,4171.08,48.8,0
HTL0024,2026-04-21,2026-04-30,Mobile Web,7.0,0,11329.43,11072.79,29.2,0
HTL0148,2025-11-02,2025-12-05,Desktop Web,1.0,1,8648.96,,,1
HTL0130,2025-05-02,2025-05-04,Desktop Web,3.0,1,8870.94,9350.12,,0
HTL0246,2023-10-23,2023-10-27,android app,9.0,0,9068.32,,,0
HTL0256,2023-10-26,2023-10-26,,1.0,0,11440.67,,,0
HTL0062,2024-10-24,2024-12-23,IOS APP,,0,13095.75,12102.7,82.5,0
HTL0263,2023-12-28,2023-12-29,,30.0,0,12326.1,13209.68,65.4,0
HTL0128,2025-04-16,2025-04-27,Android App,1.0,1,7482.37,5922.61,60.6,0
HTL0183,2024-06-11,2024-06-18,,21.0,0,7472.67,7595.34,47.6,0
HTL0232,2023-11-23,2023-12-07,Android App,8.0,1,7173.25,5878.98,50.2,0
HTL0300,2024-09-17,2024-09-29,Desktop Web,11.0,1,9845.87,11179.64,73.7,0
HTL0284,2024-08-06,2024-08-23,iOS App,26.0,1,8165.46,9485.11,42.0,0
HTL0048,2025-11-25,2025-12-27,,21.0,1,14285.92,,,0
HTL0168,2024-03-26,2024-04-05,IOS APP,1.0,1,9254.83,,56.0,0
HTL0253,2023-11-21,2023-11-23,Mobile Web,1.0,1,7573.34,8116.77,66.2,0
HTL0251,2024-11-06,2024-11-28,android app,15.0,0,12280.67,,,0
HTL0017,2025-07-23,2025-08-11,iOS App,12.0,0,10050.74,,70.0,0
HTL0005,2025-07-20,2025-08-10,android app,15.0,1,7992.64,8219.54,33.5,0
HTL0126,2026-06-23,2026-08-12,IOS APP,2.0,1,9454.94,,46.5,0
HTL0219,2024-12-28,2025-01-31,Desktop Web,3.0,1,9042.13,,50.1,0
HTL0105,2024-04-19,2024-04-30,Desktop Web,10.0,0,7836.95,9351.43,,0
HTL0176,2026-03-12,2026-03-14,Desktop Web,3.0,0,11872.56,,61.9,0
HTL0102,2024-11-16,2024-12-25,Android App,14.0,1,7029.36,,45.6,0
HTL0063,2026-01-31,2026-01-31,Android App,4.0,0,11668.75,,42.5,0
HTL0109,2025-12-10,2025-12-26,,11.0,0,9880.15,,79.5,0
HTL0111,2026-07-15,2026-07-20,,,1,10888.7,,29.8,0
HTL0096,2023-12-14,2023-12-17,IOS APP,2.0,0,10866.7,11186.27,93.4,0
HTL0175,2024-11-20,2024-12-07,iOS App,8.0,0,13862.91,,38.4,0
HTL0033,2026-07-09,2026-07-20,Desktop Web,1.0,1,9805.31,,60.4,0
HTL0036,2024-03-31,2024-04-01,,2.0,0,6966.32,7659.23,71.5,0
HTL0025,2024-05-04,2024-05-20,Desktop Web,1.0,0,7852.34,9124.99,20.3,0
HTL0123,2025-12-16,2025-12-19,,6.0,0,10005.2,10574.53,33.0,0
HTL0168,2024-02-14,2024-03-07,android app,49.0,0,9059.18,,42.6,0
HTL0031,2025-10-30,2025-11-17,Android App,21.0,1,11263.04,,48.5,0
HTL0013,2025-02-06,2025-03-02,iOS App,1.0,0,7319.05,,49.1,0
HTL0210,2023-11-22,2023-11-24,,1.0,0,7194.85,,28.8,0
HTL0100,2024-03-10,2024-04-07,iOS App,,0,8935.72,,41.0,0
HTL0259,2024-08-18,2024-08-19,Android App,8.0,0,10373.76,,57.2,0
HTL0161,2024-05-29,2024-06-08,IOS APP,2.0,0,6180.64,6461.65,93.3,0
HTL0141,2025-12-03,2026-01-04,Mobile Web,3.0,1,10760.45,,82.9,0
HTL0126,2024-12-10,2024-12-17,Android App,,1,10509.98,10963.83,60.5,0
HTL0087,2026-04-10,2026-04-20,,6.0,0,11449.36,,20.4,0
HTL0023,2025-10-31,2025-10-31,,21.0,0,5189.3,,72.1,0
HTL0046,2023-09-23,2023-09-29,IOS APP,4.0,1,10557.94,9070.38,55.0,0
HTL0008,2026-05-03,2026-05-15,,9.0,1,12400.85,,54.3,0
HTL0188,2025-11-28,2025-12-11,Desktop Web,13.0,1,10886.48,,47.1,0
HTL0046,2025-12-09,2025-12-10,android app,9.0,1,7169.09,6968.49,44.6,0
HTL0202,2025-07-30,2025-08-06,,1.0,1,10949.77,10739.25,41.8,0
HTL0041,2026-05-09,2026-05-12,,2.0,1,8568.43,,56.8,0
HTL0193,2024-02-12,2024-02-28,Desktop Web,5.0,0,9330.08,,45.5,0
HTL0041,2025-01-22,2025-01-26,android app,34.0,0,10611.18,11027.05,50.7,0
HTL0055,2026-02-12,2026-02-12,,5.0,1,7578.14,,5.0,0
HTL0084,2026-05-27,2026-06-06,android app,29.0,1,8221.05,,25.7,0
HTL0215,2023-12-09,2024-01-06,Android App,16.0,0,5784.62,,,0
HTL0252,2024-10-08,2024-11-01,Desktop Web,4.0,0,8169.98,,75.4,0
HTL0274,2025-05-10,2025-05-11,,1.0,0,6040.77,5115.93,,0
HTL0077,2026-07-03,2026-07-20,Desktop Web,3.0,0,8905.33,,,0
HTL0048,2026-06-10,2026-06-12,iOS App,14.0,0,9212.88,,,0
HTL0011,2026-02-17,2026-03-07,android app,28.0,1,5325.71,4668.06,,0
HTL0177,2025-01-11,2025-02-02,iOS App,1.0,0,7978.49,,45.4,0
HTL0200,2025-12-29,2026-01-05,Android App,2.0,0,7867.77,7371.33,53.6,0
HTL0038,2025-05-02,2025-05-10,,17.0,1,8361.72,7005.16,29.8,0
HTL0218,2026-07-19,2026-07-29,,5.0,1,11276.83,12274.47,45.5,0
HTL0027,2024-04-06,2024-05-12,,19.0,0,7385.71,8662.49,21.9,0
HTL0104,2026-05-11,2026-05-27,android app,1.0,1,10281.09,9706.72,40.1,0
HTL0194,2024-02-28,2024-03-17,Android App,1.0,0,8210.5,,60.4,0
HTL0192,2025-08-31,2025-09-28,iOS App,,0,5790.75,5124.78,,0
HTL0017,2025-05-10,2025-05-29,,14.0,0,9239.63,10180.79,,0
HTL0143,2025-10-31,2025-10-31,IOS APP,10.0,0,12990.63,10207.55,66.6,0
HTL0134,2026-06-21,2026-06-30,,8.0,0,5854.8,5670.63,9.4,0
HTL0278,2025-08-26,2025-09-22,,1.0,0,9510.76,11652.67,49.3,0
HTL0037,2024-01-10,2024-02-03,IOS APP,10.0,1,10374.84,,37.0,1
HTL0014,2024-11-25,2024-11-26,iOS App,29.0,0,9450.95,8451.95,20.1,0
HTL0074,2026-05-28,2026-06-04,Desktop Web,10.0,0,3450.09,,50.0,0
HTL0274,2024-05-21,2024-05-30,android app,3.0,1,7843.14,8496.69,58.0,0
HTL0089,2026-07-02,2026-07-13,,15.0,0,10360.67,10044.99,40.1,0
HTL0050,2025-02-04,2025-02-11,android app,,0,9039.34,8859.4,,0
HTL0199,2023-10-14,2023-10-31,android app,2.0,1,7151.3,,52.9,0
HTL0051,2025-12-26,2025-12-30,iOS App,1.0,1,11855.98,,63.1,0
HTL0119,2024-01-18,2024-01-23,,2.0,1,14639.81,18146.93,28.2,1
HTL0141,2025-07-30,2025-07-31,iOS App,16.0,0,12025.57,,57.8,0
HTL0061,2025-02-11,2025-02-15,IOS APP,1.0,0,10361.55,10229.63,52.9,0
HTL0105,2026-05-19,2026-05-21,,15.0,0,10482.85,7659.82,26.6,0
HTL0115,2023-10-02,2023-11-08,Desktop Web,12.0,0,9700.88,10189.0,42.8,0
HTL0147,2024-05-20,2024-06-05,Android App,4.0,0,8306.58,,,0
HTL0161,2023-12-07,2023-12-08,,4.0,1,6570.21,7231.08,52.3,0
HTL0112,2025-11-10,2025-11-27,android app,2.0,0,9027.82,,29.0,0
HTL0056,2024-11-12,2025-01-11,,27.0,0,12715.27,,10.9,0
HTL0258,2025-02-24,2025-02-24,Desktop Web,1.0,1,5916.87,5473.25,33.1,0
HTL0240,2026-06-24,2026-07-02,IOS APP,30.0,0,6625.67,,26.8,0
HTL0209,2025-06-22,2025-06-26,Mobile Web,22.0,0,11128.25,10530.25,66.6,0
HTL0252,2024-07-01,2024-07-03,,26.0,0,5719.08,6122.01,39.8,0
HTL0091,2024-06-29,2024-07-05,,1.0,1,15025.52,,49.5,0
HTL0106,2026-02-14,2026-02-15,Desktop Web,2.0,0,9542.04,,,0
HTL0220,2025-01-29,2025-02-10,android app,5.0,1,8119.23,7732.28,52.9,0
HTL0123,2024-04-12,2024-04-12,Desktop Web,1.0,0,9648.61,9421.75,36.9,0
HTL0108,2024-05-03,2024-05-06,Mobile Web,3.0,1,9070.95,7300.57,43.9,0
HTL0154,2024-08-14,2024-08-25,Desktop Web,5.0,1,6067.89,,,0
HTL0213,2026-02-07,2026-02-10,Android App,3.0,0,8672.1,,18.4,0
HTL0144,2025-11-13,2025-12-18,Mobile Web,1.0,0,7897.14,8312.52,,0
HTL0158,2026-06-26,2026-07-30,Android App,,0,8468.94,,70.2,0
HTL0019,2024-03-06,2024-03-16,Desktop Web,1.0,1,3519.09,3167.86,81.2,0
HTL0055,2025-09-14,2025-10-13,iOS App,3.0,0,8688.58,10788.37,34.8,0
HTL0224,2024-04-09,2024-04-29,Android App,18.0,0,10824.31,10993.15,65.6,0
HTL0255,2026-09-09,2026-10-10,Mobile Web,9.0,1,6961.43,6755.97,58.2,0
HTL0093,2024-12-06,2024-12-07,,9.0,1,8436.92,,5.5,0
HTL0229,2024-10-11,2024-10-18,,4.0,0,11896.56,13012.88,88.0,0
HTL0288,2025-02-28,2025-02-28,,5.0,1,9226.27,9835.62,71.9,0
HTL0111,2026-04-15,2026-05-04,android app,2.0,0,8651.2,7689.07,52.6,0
HTL0189,2026-08-31,2026-09-05,,3.0,0,14124.39,11197.55,44.7,0
HTL0266,2023-10-09,2023-11-15,IOS APP,15.0,1,6303.97,6467.7,50.3,0
HTL0154,2025-12-12,2026-01-19,,1.0,0,5485.23,,48.0,0
HTL0107,2026-06-16,2026-07-19,iOS App,,0,11364.12,11548.62,43.5,0
HTL0039,2024-03-02,2024-03-06,,7.0,0,7498.34,,,0
HTL0277,2026-06-23,2026-07-04,,6.0,0,10508.36,,75.4,0
HTL0151,2024-01-11,2024-01-25,IOS APP,1.0,0,9275.12,9869.2,49.5,0
HTL0017,2024-11-24,2024-12-12,Desktop Web,16.0,1,11621.29,11162.66,,0
HTL0198,2024-05-02,2024-05-24,iOS App,3.0,0,10110.27,,44.3,0
HTL0215,2024-01-07,2024-02-03,,1.0,0,4829.14,,78.8,0
HTL0277,2025-11-21,2025-12-14,iOS App,3.0,1,10802.14,11880.7,21.8,0
HTL0275,2025-01-23,2025-02-20,,10.0,1,11118.6,,68.8,0
HTL0002,2024-04-26,2024-05-19,,7.0,0,9380.4,8468.01,43.0,0
HTL0249,2024-08-16,2024-08-20,Mobile Web,18.0,0,3414.12,,60.6,0
HTL0195,2025-09-13,2025-09-15,Mobile Web,20.0,0,13217.17,,79.5,0
HTL0216,2023-10-12,2023-11-10,,9.0,0,17972.75,,65.2,0
HTL0141,2026-04-21,2026-06-09,iOS App,4.0,0,11296.42,10171.76,57.9,0
HTL0247,2026-01-16,2026-01-16,,7.0,0,10002.16,,77.2,0
HTL0209,2024-01-07,2024-02-07,iOS App,,0,11673.18,,49.4,0
HTL0104,2026-09-08,2026-09-09,Android App,31.0,0,8675.3,8991.33,45.9,0
HTL0077,2025-09-23,2025-09-28,iOS App,14.0,0,9341.13,,14.7,0
HTL0285,2026-09-01,2026-10-08,IOS APP,10.0,1,8539.69,,21.6,0
HTL0038,2024-11-29,2024-12-12,android app,11.0,0,8183.81,,64.4,0
HTL0078,2025-06-03,2025-06-22,Mobile Web,7.0,0,5418.84,5339.93,45.0,0
HTL0253,2026-08-06,2026-08-30,,3.0,1,8808.22,9312.36,60.5,0
HTL0136,2025-07-31,2025-09-25,,7.0,1,8577.23,7452.43,52.0,0
HTL0140,2025-05-21,2025-05-27,Desktop Web,5.0,0,8211.58,,66.2,0
HTL0289,2026-05-05,2026-05-21,Desktop Web,10.0,0,8589.05,,50.9,0
HTL0243,2025-09-27,2025-09-27,,1.0,1,9557.25,,,0
